Alfa    Beta    Gama
0	30	41
2	29	25
0	44	32
0	32	28
0	40	27
0	42	28
0	38	33
0	33	17
0	36	30
0	32	49
0	23	27
0	41	40
0	36	27
0	40	28
0	35	28
0	33	32
0	37	34
0	28	28
0	33	26
0	31	42
0	31	31
1	35	32
0	29	29
0	39	32
0	43	29
0	44	32
0	39	23
0	32	21
0	41	27
0	43	33
0	42	31
0	48	27
0	40	33
0	35	27
0	29	34
0	31	28
0	41	26
0	39	37
0	40	26
0	43	31
0	29	24
0	36	40
0	28	40
0	40	28
0	28	29
0	23	30
0	49	25
0	35	34
0	38	33
0	28	30
0	39	38
0	28	30
0	42	30
0	34	34
0	46	30
0	27	47
1	31	42
1	48	33
0	43	37
0	32	36
0	40	27
0	50	25
0	40	30
1	36	33
0	27	28
0	36	41
0	34	28
0	37	32
0	34	26
0	38	32
0	44	30
0	35	23
0	44	37
0	34	31
0	26	28
0	43	31
0	28	32
0	28	37
0	42	31
0	33	24
0	48	43
0	39	41
0	43	34
0	32	41
0	33	25
0	49	35
0	31	23
0	43	34
0	33	25
0	31	18
0	51	28
0	31	26
0	43	35
0	31	41
0	33	27
0	30	35
0	46	38
0	39	24
0	32	34
0	43	30
0	39	23
0	51	30
0	28	25
0	38	40
0	36	25
0	39	31
0	47	24
0	33	30
0	47	31
0	40	32
0	32	34
0	42	41
1	37	32
0	27	25
0	40	37
0	33	34
0	28	39
0	44	36
0	25	32
0	43	25
0	42	36
0	33	32
0	42	36
0	26	32
0	43	41
0	33	27
0	33	33
0	42	35
0	35	28
0	38	39
1	46	28
0	33	28
0	51	46
0	44	26
0	40	29
0	40	26
0	31	29
0	29	31
0	41	39
0	41	30
0	49	22
0	41	28
0	38	27
0	44	27
0	38	36
0	35	31
0	36	33
0	49	28
0	43	29
0	40	23
0	41	22
0	38	29
0	36	28
0	42	18
0	52	31
0	49	26
0	39	36
0	51	42
0	36	25
0	44	31
0	38	30
0	33	38
0	21	36
1	42	31
0	33	26
0	30	37
0	41	40
0	40	27
0	31	32
0	37	30
0	41	26
0	42	41
0	34	30
0	48	37
0	32	30
0	47	33
1	37	36
0	32	29
0	41	34
0	45	31
0	39	27
0	53	43
0	25	27
0	36	41
0	45	36
0	28	16
1	41	46
0	36	26
0	37	26
1	27	28
0	40	26
1	37	30
0	25	28
1	35	37
0	45	18
0	45	30
0	33	34
0	42	34
0	35	38
0	43	36
0	35	27
1	30	33
0	36	32
0	47	21
0	33	32
0	38	24
1	28	40
0	50	28
0	34	35
0	50	30
0	39	38
0	33	28
0	37	25
0	33	29
1	44	37
0	38	18
1	42	32
0	28	26
0	38	34
0	40	29
0	27	25
1	29	26
0	36	19
0	47	32
0	46	35
0	42	30
0	34	33
0	41	42
0	33	24
1	49	33
0	39	27
0	55	31
0	37	41
0	38	31
1	36	30
0	26	31
0	40	26
0	41	20
0	45	29
0	44	40
0	31	31
0	47	40
0	31	35
0	42	32
0	42	24
0	45	34
0	44	28
0	32	26
0	32	26
0	39	41
0	34	39
1	35	25
0	45	25
0	30	39
0	27	23
0	38	29
0	42	34
0	48	28
0	22	26
0	41	32
0	42	30
0	37	26
0	40	34
0	37	30
0	42	32
0	36	31
0	48	35
0	34	37
0	36	38
0	29	21
0	45	31
0	37	23
0	22	33
0	29	30
0	30	35
0	37	31
0	34	26
0	34	34
0	29	29
0	32	32
0	24	41
0	44	33
0	40	28
0	32	23
0	43	36
0	43	39
0	33	23
0	41	36
0	36	32
0	49	40
0	44	34
0	38	35
0	46	21
0	43	21
0	43	33
0	43	31
0	19	32
0	39	38
0	44	29
0	39	22
0	40	33
0	39	28
0	45	28
0	36	28
0	36	27
0	32	42
0	26	36
0	29	37
0	38	32
0	42	35
0	33	38
0	40	30
0	30	32
0	25	26
0	30	23
0	38	34
0	26	35
0	33	35
0	39	31
0	38	38
0	37	36
1	36	35
0	37	32
0	41	26
0	36	32
0	42	33
0	50	35
0	47	28
0	47	24
0	38	30
0	42	32
0	53	36
0	41	31
0	33	30
0	40	27
0	32	35
0	44	31
1	33	31
0	39	27
1	31	35
0	29	25
0	38	41
0	24	27
0	31	33
0	30	22
0	32	29
0	32	36
0	27	41
0	38	32
0	44	36
0	34	31
0	27	35
1	41	25
0	37	28
0	45	27
0	41	31
0	34	34
0	48	32
0	36	26
0	29	36
0	34	37
0	38	28
0	42	28
0	31	35
0	39	27
0	35	29
0	37	39
0	41	24
0	30	24
0	37	35
0	38	33
0	44	34
0	46	28
0	39	35
0	41	28
1	38	35
0	33	33
0	29	35
0	44	28
0	44	31
0	46	36
0	47	30
0	29	39
0	40	27
0	31	28
0	40	31
0	39	22
0	46	34
0	38	28
0	40	32
1	37	27
1	29	37
0	39	47
0	33	28
0	43	30
1	32	32
0	29	31
0	46	29
0	30	32
0	32	24
0	35	25
0	35	29
1	31	29
0	42	28
0	48	36
0	35	29
0	34	28
0	36	25
0	37	31
0	33	28
0	46	27
0	36	30
0	35	27
0	41	33
0	35	25
0	44	25
0	47	23
0	39	37
0	39	30
0	45	31
1	33	24
0	29	37
0	34	24
0	44	30
0	39	33
0	41	27
0	33	35
0	49	35
0	33	40
1	37	21
0	39	25
0	36	24

